suburb,responsible_authority,rest_area_name,description,site_status,latitude,longitude,lga,region,distance_from,road_name,road_number,link_no,carriageway_code,ne_unique,carriageway_configuration,side_of_road,category,vehicle_type,separated_parking_areas_light_heavy,shade,sign_non_potable,power_outlets,playground,litter_bins,emergency_phones,accessible,access_direction,lighting,tree_shading,tourist_information,sports_ground,shelter,bbq,picnic_table,toilets,baby_change_facilities,lookout,caravan_disposal,power_supply,driver_reviver,food_available,fuel_available,boat_ramp,pets_allowed,water_supply_type,access_direction_cardinal,guid,last_updated
GULARGAMBONE,COUNCIL,John Oxley Rest Area,,,-31.2267,148.45685,COONAMBLE,WESTERN REGION,63.9km North of Gilgandra (SH17),CASTLEREAGH HIGHWAY,0000018,3090,A1,"0000018,3090,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,B3089C3564186C28,2021-10-25 14:56:45+00
COONAMBLE,COUNCIL,North Coonamble Town Limit,,,-30.94498,148.37575,COONAMBLE,WESTERN REGION,2.23km North of Coonamble (Aberford St),CASWELL ST,0000018,3140,A1,"0000018,3140,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,7B2EE13E93302773,2021-10-25 14:56:45+00
WINGADEE,RMS,Wingadee Rest Area,,,-30.46798,148.19451,COONAMBLE,WESTERN REGION,62.5km North of Coonamble (Aberford St),CASTLEREAGH HIGHWAY,0000018,3180,A1,"0000018,3180,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,4CE6235C9A6BE52D,2021-10-25 14:56:45+00
LIGHTNING RIDGE,RMS,Near Lightening Ridge,,,-29.49362,147.97179,WALGETT,WESTERN REGION,5km South of Lightning Ridge turnoff,CASTLEREAGH HIGHWAY,0000018,3285,A1,"0000018,3285,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,F8A47F3D45FE3593,2021-10-25 14:56:45+00
IVANHOE,RMS,Half Way Tree,,,-32.26956,143.83256,CENTRAL DARLING,WESTERN REGION,89.9km North of Ivanhoe,COBB HIGHWAY,0000021,0435,A1,"0000021,0435,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,97B37A86B9BF1C27,2021-10-25 14:56:45+00
SCOTIA,RMS,Popiltah Lake Rest Area,,,-33.06719,141.64336,WENTWORTH,WESTERN REGION,128.8km North of Wentworth,SILVER CITY HIGHWAY,0000022,0140,A2,"0000022,0140,A2",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,BFCFB5A964B86761,2021-10-25 14:56:45+00
SCOTIA,RMS,Opposite Coombah Roadhouse,,,-32.97997,141.62261,UNINCORPORATED NSW,WESTERN REGION,141.1km North of Wentworth,SILVER CITY HIGHWAY,0000022,0150,A3,"0000022,0150,A3",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,D31B9ABC28508637,2021-10-25 14:56:45+00
BROKEN HILL,RMS,Entrance to Balaclava,,,-32.12346,141.40518,UNINCORPORATED NSW,WESTERN REGION,21.6km South of Broken Hill,SILVER CITY HIGHWAY,0000022,0190,A2,"0000022,0190,A2",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,C8BAADB9C335F1F1,2021-10-25 14:56:45+00
COBAR,RMS,,,,-31.5038,145.88811,COBAR,WESTERN REGION,3km East of Cobar,BARRIER HIGHWAY,0000008,0060,A2,"0000008,0060,A2",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,1B3FFE6EC96E3282,2021-10-25 14:56:45+00
COOLABAH,RMS,NW approach Coolabah Northeast bound,,,-31.01534,146.70313,BOGAN,WESTERN REGION,1km NorthWest of Coolabah,MITCHELL HIGHWAY,0000007,1075,A1,"0000007,1075,A1",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,B415968035188F9C,2021-10-25 14:56:45+00
GIRILAMBONE,RMS,,,,-31.22023,146.87893,BOGAN,WESTERN REGION,3.5km NorthWest of Girilambone,MITCHELL HIGHWAY,0000007,1065,A1,"0000007,1065,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,C745B22A140CECF2,2021-10-25 14:56:45+00
COOLABAH,RMS,Coolabah Northwest,,,-31.02701,146.71288,BOGAN,WESTERN REGION,NorthWest Coolabah town limit,MITCHELL HIGHWAY,0000007,1065,A1,"0000007,1065,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,B7B41F3579F53BFA,2021-10-25 14:56:45+00
COOLABAH,RMS,NW approach Coolabah Southeast bound,,,-31.01523,146.70333,BOGAN,WESTERN REGION,1km NorthWest of Coolabah,MITCHELL HIGHWAY,0000007,1075,A1,"0000007,1075,A1",,RIGHT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,C9AF43981E75C80F,2021-10-25 14:56:45+00
BYROCK,RMS,Byrock Rest Area,,,-30.83089,146.54633,BOGAN,WESTERN REGION,26.41km NorthWest of Coolabah,MITCHELL HIGHWAY,0000007,1081,A1,"0000007,1081,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,97839EA138D887DB,2021-10-25 14:56:45+00
BYROCK,RMS,Byrock-Southeast approach,,,-30.67264,146.41017,BOGAN,WESTERN REGION,1km SouthEast of Byrock,MITCHELL HIGHWAY,0000007,1081,A1,"0000007,1081,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,BDDF2349E97669AC,2021-10-25 14:56:45+00
BYROCK,RMS,,,,-30.67274,146.41008,BOGAN,WESTERN REGION,1km SouthEast of Byrock,MITCHELL HIGHWAY,0000007,1081,A1,"0000007,1081,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,059AA1BA6ECEFBB8,2021-10-25 14:56:45+00
BYROCK,OTHER,Byrock,,,-30.66313,146.40377,BOGAN,WESTERN REGION,Byrock,MITCHELL HIGHWAY,0000007,1081,A1,"0000007,1081,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,54FA80C0FEBCA4E0,2021-10-25 14:56:45+00
BYROCK,RMS,,,,-30.54362,146.30485,BOURKE,WESTERN REGION,14.7km North of Byrock,MITCHELL HIGHWAY,0000007,1105,A1,"0000007,1105,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,3534E5C2BE5E740D,2021-10-25 14:56:45+00
CUBBA,RMS,,,,-31.53038,145.46399,COBAR,WESTERN REGION,34.1km West of Cobar,BARRIER HIGHWAY,0000008,0100,A2,"0000008,0100,A2",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,597AB0A206002B0C,2021-10-25 14:56:45+00
CUBBA,RMS,,,,-31.55197,145.20936,COBAR,WESTERN REGION,58km West of Cobar,BARRIER HIGHWAY,0000008,0120,A3,"0000008,0120,A3",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,D6BB31B1F436FB74,2021-10-25 14:56:45+00
CUBBA,RMS,,,,-31.53832,145.35403,COBAR,WESTERN REGION,44.4km West of Cobar,BARRIER HIGHWAY,0000008,0110,A1,"0000008,0110,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,D05A3398CE4611C3,2021-10-25 14:56:45+00
CUBBA,RMS,,,,-31.54333,145.28043,COBAR,WESTERN REGION,51.3km West of Cobar,BARRIER HIGHWAY,0000008,0120,A3,"0000008,0120,A3",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,6E973E589E6F767A,2021-10-25 14:56:45+00
CUBBA,RMS,,,,-31.55175,145.20952,COBAR,WESTERN REGION,58km West of Cobar,BARRIER HIGHWAY,0000008,0120,A3,"0000008,0120,A3",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,2F85CD410D55E148,2021-10-25 14:56:45+00
CUBBA,RMS,,,,-31.57937,145.12849,COBAR,WESTERN REGION,66.3km West of Cobar,BARRIER HIGHWAY,0000008,0120,A3,"0000008,0120,A3",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,C871F2CEFD80B77A,2021-10-25 14:56:45+00
WILCANNIA,RMS,,,,-31.70542,143.84894,CENTRAL DARLING,WESTERN REGION,42.1km West of Emmdale,BARRIER HIGHWAY,0000008,0215,A2,"0000008,0215,A2",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,7095C10ECD29863F,2021-10-25 14:56:45+00
WILCANNIA,RMS,,,,-31.69479,143.81441,CENTRAL DARLING,WESTERN REGION,45.8km West of Emmdale,BARRIER HIGHWAY,0000008,0215,A2,"0000008,0215,A2",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,56716EC39018F7C4,2021-10-25 14:56:45+00
WILCANNIA,RMS,,,,-31.70654,143.61644,CENTRAL DARLING,WESTERN REGION,65.4km West of Emmdale,BARRIER HIGHWAY,0000008,0220,A2,"0000008,0220,A2",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,B190787346606FA7,2021-10-25 14:56:45+00
WILCANNIA,RMS,Talyawalka Flood Plain,,,-31.64773,143.42546,CENTRAL DARLING,WESTERN REGION,89.2km West of Emmdale,BARRIER HIGHWAY,0000008,0235,A2,"0000008,0235,A2",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,8A5976CB51DADDBF,2021-10-25 14:56:45+00
LITTLE TOPAR,RMS,,,,-31.72576,142.66598,UNINCORPORATED NSW,WESTERN REGION,75km West of Wilcannia,BARRIER HIGHWAY,0000008,0330,A1,"0000008,0330,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,84077777FB961DAF,2021-10-25 14:56:45+00
OLD JUNEE,RMS,old junee,Y,OPEN,-34.83674,147.52095,JUNEE,SOUTH WEST REGION,39km from Wagga Wagga and  48km to Temora,BOLTON ST/GWYNNE ST,0000057,0020,A2,"0000057,0020,A2",MAIN CARRIAGEWAY,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,577773BE79B77F3D,2021-10-25 14:56:45+00
ANABRANCH SOUTH,RMS,Milpara Rest Area,,OPEN,-33.92618,141.79607,WENTWORTH,SOUTH WEST REGION,26km from Wentworth and  240km to Broken Hill,SILVER CITY HIGHWAY,0000022,0100,A1,"0000022,0100,A1",MAIN CARRIAGEWAY,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,5AA59E470CF9BB6B,2021-10-25 14:56:45+00
LITTLE TOPAR,RMS,Delo Hill Rest Area,,,-31.6733,142.81276,CENTRAL DARLING,WESTERN REGION,60.34km West of Wilcannia,BARRIER HIGHWAY,0000008,0320,A2,"0000008,0320,A2",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,F52B6FE06B26754B,2021-10-25 14:56:45+00
PORTLAND,RMS,,,,-33.34063,150.03628,LITHGOW,WESTERN REGION,13.2km from Mudgee turnoff,CASTLEREAGH HIGHWAY,0000018,1030,A1,"0000018,1030,A1",,RIGHT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,EADC9C8B04A748A0,2021-10-25 14:56:45+00
WILCANNIA,RMS,Wilcannia Urban Are,,,-31.55664,143.3756,CENTRAL DARLING,WESTERN REGION,Wilcannia,MYERS ST,0000008,0280,A3,"0000008,0280,A3",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,762D4EBD7BA2C50D,2021-10-25 14:56:45+00
WILCANNIA,RMS,Netallie Hill Rest Area,,,-31.56864,143.21673,CENTRAL DARLING,WESTERN REGION,16.6km West of Wilcannia,BARRIER HIGHWAY,0000008,0300,A1,"0000008,0300,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,97038BE4DFC49610,2021-10-25 14:56:45+00
LITTLE TOPAR,RMS,Spring Hills Rest Area,,,-31.72307,142.68559,UNINCORPORATED NSW,WESTERN REGION,74.3km West of Wicannia,BARRIER HIGHWAY,0000008,0330,A1,"0000008,0330,A1",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,B1213AB615D4DEC9,2021-10-25 14:56:45+00
LITTLE TOPAR,OTHER,Topar Road House,,,-31.78025,142.22736,UNINCORPORATED NSW,WESTERN REGION,Topar Roadhouse,BARRIER HIGHWAY,0000008,0350,A1,"0000008,0350,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,0706BACE2611F391,2021-10-25 14:56:45+00
BROKEN HILL,RMS,Stephens Creek Bridge,,,-31.91065,141.66423,UNINCORPORATED NSW,WESTERN REGION,54.6km West of Topar Roadhouse,BARRIER HIGHWAY,0000008,0385,A2,"0000008,0385,A2",,RIGHT,INFORMAL PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,6EC560D442F8577E,2021-10-25 14:56:45+00
BROKEN HILL,RMS,,,,-31.88047,141.7892,UNINCORPORATED NSW,WESTERN REGION,161.8km West of Wilcannia,BARRIER HIGHWAY,0000008,0385,A2,"0000008,0385,A2",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,COUNTER,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,F78D46B5295771CD,2021-10-25 14:56:45+00
BROKEN HILL,RMS,,,,-31.88086,141.78895,UNINCORPORATED NSW,WESTERN REGION,161.8km West of Wilcannia,BARRIER HIGHWAY,0000008,0385,A2,"0000008,0385,A2",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PRESCRIBED,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,4D8FF1B95350C474,2021-10-25 14:56:45+00
BROKEN HILL,RMS,Emergency Phone Site,,,-31.8959,141.72397,UNINCORPORATED NSW,WESTERN REGION,48.6km West of Topar Roadhouse,BARRIER HIGHWAY,0000008,0385,A2,"0000008,0385,A2",,RIGHT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,42C9ACEB8FCC177B,2021-10-25 14:56:45+00
BOURKE,RMS,,,,-30.24572,146.05863,BOURKE,WESTERN REGION,19.5km SouthEast of Bourke,MITCHELL HIGHWAY,0000007,1141,A1,"0000007,1141,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,6C31348F951B101D,2021-10-25 14:56:45+00
NORTH BOURKE,COUNCIL,,,,-30.0546,145.94934,BOURKE,WESTERN REGION,6.4km North of Bourke,MITCHELL HIGHWAY,0000007,1230,A1,"0000007,1230,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,CE52DB3016BCCA95,2021-10-25 14:56:45+00
HAMPTON,OTHER,Jenolan State Forest,,,-33.74941,150.04154,LITHGOW,WESTERN REGION,9.4km South of Oberon turn off,HARTLEY-JENOLAN CAVES-BATHURST,0000253,0060,A2,"0000253,0060,A2",,RIGHT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,073E265874855401,2021-10-25 14:56:45+00
COONABARABRAN,RMS,,,,-31.39199,149.25511,COONABARABRAN,WESTERN REGION,0.43km South of Newell Hwy,MENDOORAN-BELAR CREEK RD,0000334,0040,A3,"0000334,0040,A3",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,CE5CF5BCAA15A7A6,2021-10-25 14:56:45+00
CUDAL,RMS,,,,-33.2908,148.71433,CABONNE,WESTERN REGION,1.3km West of Cudal,BOREE-EUGOWRA RD,0000377,0060,A1,"0000377,0060,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,DE83A000B5C6E3F8,2021-10-25 14:56:45+00
